index,Topics
MED-4411,"['aged', 'antioxidants / chemistry', 'antioxidants / pharmacology', 'diet', 'diet therapy / methods', 'female', 'fruit', 'humans', 'inflammation', 'male', 'middle aged', 'prospective studies', 'pulmonary disease, chronic obstructive / diet therapy', 'pulmonary disease, chronic obstructive / epidemiology', 'pulmonary disease, chronic obstructive / physiopathology', 'spirometry / methods', 'vegetables']"
MED-4412,"['antioxidants', 'beverages', 'case-control studies', 'diet', 'fruit', 'humans', 'logistic models', 'male', 'middle aged', 'pulmonary disease, chronic obstructive / epidemiology', 'pulmonary disease, chronic obstructive / etiology', 'pulmonary disease, chronic obstructive / prevention &amp; control', 'roc curve', 'risk factors', 'smoking / adverse effects', 'statistics, nonparametric', 'surveys and questionnaires', 'tea', 'vegetables']"
MED-4413,"['algorithms', 'antioxidants / pharmacology', 'benzothiazoles / metabolism', 'biphenyl compounds / metabolism', 'databases, factual', 'diet', 'flavonoids / pharmacology', 'food analysis', 'humans', 'phenols / pharmacology', 'picrates / metabolism', 'plant extracts / pharmacology', 'polyphenols', 'reactive oxygen species / metabolism', 'sulfonic acids / metabolism', 'united states', 'united states department of agriculture']"
MED-4414,"['acute coronary syndrome / epidemiology', 'acute coronary syndrome / prevention &amp; control', 'cohort studies', 'denmark / epidemiology', 'diet', 'female', 'fruit', 'humans', 'male', 'malus', 'middle aged', 'risk factors', 'surveys and questionnaires', 'vegetables']"
MED-4415,"['animals', 'anti-infective agents / pharmacology', 'anti-inflammatory agents / pharmacology', 'antioxidants / pharmacology', 'antiviral agents / pharmacology', 'cinnamomum zeylanicum / chemistry', 'clinical trials as topic', 'diabetes mellitus, type 2 / drug therapy', 'dietary supplements', 'disease models, animal', 'humans', 'insulin / blood', 'phytotherapy', 'spices']"
MED-4416,"['adult', 'blood glucose / analysis', 'cinnamomum zeylanicum / chemistry', 'diabetes mellitus, type 2 / blood', 'diabetes mellitus, type 2 / diet therapy', 'diabetes mellitus, type 2 / physiopathology', 'female', 'humans', 'hyperglycemia / etiology', 'hyperglycemia / prevention &amp; control', 'hypoglycemic agents / chemistry', 'hypoglycemic agents / therapeutic use', 'male', 'oils, volatile / chemistry', 'oils, volatile / therapeutic use', 'plant bark / chemistry', 'plant extracts / chemistry', 'plant extracts / therapeutic use', 'plant preparations / chemistry', 'plant preparations / therapeutic use', 'plant stems / chemistry', 'prediabetic state / blood', 'prediabetic state / diet therapy', 'prediabetic state / physiopathology', 'randomized controlled trials as topic', 'spices / analysis']"
MED-4417,"['blood glucose / drug effects', 'blood pressure / drug effects', 'cinnamomum zeylanicum', 'diabetes mellitus, type 2 / blood', 'diabetes mellitus, type 2 / drug therapy', 'diabetes mellitus, type 2 / ethnology', 'double-blind method', 'female', 'glycated hemoglobin a / drug effects', 'glycated hemoglobin a / metabolism', 'humans', 'male', 'middle aged', 'phytotherapy / methods', 'placebos / therapeutic use', 'plant extracts / therapeutic use', 'prospective studies', 'united kingdom / ethnology']"
MED-4418,"['animals', 'biotransformation / genetics', 'chemical and drug induced liver injury', 'coumarins / standards', 'coumarins / therapeutic use', 'coumarins / toxicity', 'edema / drug therapy', 'flavoring agents / administration &amp; dosage', 'flavoring agents / standards', 'flavoring agents / toxicity', 'humans', 'liver neoplasms / chemically induced', 'lymphedema / drug therapy', 'plants, medicinal / chemistry', 'risk assessment', 'species specificity', 'toxicity tests', 'venous insufficiency / physiopathology']"
MED-4419,"['chromatography, high pressure liquid', 'citrulline / analysis', 'citrulline / isolation &amp; purification', 'citrullus / chemistry', 'fruit / chemistry', 'gas chromatography-mass spectrometry']"
MED-4420,"['adult', 'aged', 'arginine / blood', 'beverages', 'citrulline / administration &amp; dosage', 'citrulline / blood', 'citrulline / metabolism', 'citrullus / chemistry', 'cross-over studies', 'dose-response relationship, drug', 'female', 'humans', 'male', 'middle aged', 'ornithine / blood']"
MED-4421,"['aorta / physiopathology', 'blood flow velocity', 'blood pressure', 'carotid arteries / physiopathology', 'citrullus', 'cross-over studies', 'double-blind method', 'female', 'femoral artery / physiopathology', 'humans', 'male', 'middle aged', 'pilot projects', 'prehypertension / physiopathology']"
MED-4422,"['administration, oral', 'citrulline / administration &amp; dosage', 'dietary supplements', 'erectile dysfunction / drug therapy', 'humans', 'male', 'penile erection / drug effects', 'pilot projects', 'prospective studies', 'severity of illness index', 'single-blind method']"
MED-4423,"['animals', 'arteries / anatomy &amp; histology', 'arteries / physiology', 'collateral circulation', 'corrosion casting', 'female', 'hemodynamics', 'microscopy, electron, scanning', 'microvessels / anatomy &amp; histology', 'microvessels / physiology', 'regional blood flow', 'spinal cord / blood supply', 'swine']"
MED-4424,"['adolescent', 'adult', 'aged', 'aged, 80 and over', 'aortic diseases / complications', 'aortic diseases / epidemiology', 'aortic diseases / pathology', 'atherosclerosis / complications', 'atherosclerosis / epidemiology', 'atherosclerosis / pathology', 'autopsy', 'constriction, pathologic', 'female', 'humans', 'hypercholesterolemia / complications', 'intervertebral disc displacement / epidemiology', 'intervertebral disc displacement / etiology', 'intervertebral disc displacement / pathology', 'intervertebral disc / pathology', 'low back pain / epidemiology', 'low back pain / etiology', 'low back pain / pathology', 'lumbar vertebrae / blood supply', 'male', 'middle aged', 'risk assessment', 'risk factors', 'smoking / adverse effects', 'spinal diseases / epidemiology', 'spinal diseases / etiology', 'spinal diseases / pathology', 'young adult']"
MED-4425,"['adolescent', 'adult', 'aged', 'body mass index', 'cholesterol, ldl / blood', 'female', 'humans', 'hyperlipidemias / blood', 'hyperlipidemias / epidemiology', 'middle aged', 'premenopause / physiology', 'prevalence', 'severity of illness index', 'sexual dysfunctions, psychological / diagnosis', 'sexual dysfunctions, psychological / epidemiology', 'smoking / epidemiology', 'surveys and questionnaires', 'triglycerides / blood', 'young adult']"
MED-4426,"['campylobacter / growth &amp; development', 'campylobacter infections / epidemiology', 'campylobacter infections / prevention &amp; control', 'campylobacter infections / transmission', 'caregivers / psychology', 'child behavior', 'child, preschool', 'commerce / instrumentation', 'female', 'food contamination', 'food handling / methods', 'food packaging / standards', 'humans', 'hygiene', 'infant', 'male', 'meat / microbiology', 'odds ratio', 'risk assessment', 'salmonella / growth &amp; development', 'salmonella infections / epidemiology', 'salmonella infections / prevention &amp; control', 'salmonella infections / transmission']"
MED-4427,"['adult', 'animals', 'asian continental ancestry group', 'chickens', 'death, sudden', 'esophageal fistula / etiology', 'esophageal fistula / pathology', 'esophageal perforation / etiology', 'fatal outcome', 'female', 'foreign bodies / complications', 'foreign-body migration / complications', 'gastrointestinal hemorrhage / etiology', 'hematemesis', 'humans', 'laparotomy / methods', 'meat', 'subclavian artery / pathology']"
MED-4428,"['animals', 'baltimore', 'campylobacter jejuni / classification', 'campylobacter jejuni / genetics', 'campylobacter jejuni / isolation &amp; purification', 'chickens / microbiology', 'dna, bacterial / genetics', 'food microbiology', 'genes, bacterial', 'polymorphism, genetic', 'poultry / microbiology', 'prevalence', 'sequence analysis, dna']"
MED-4429,"['animals', 'cooking / methods', 'eggs / microbiology', 'food contamination / analysis', 'food contamination / prevention &amp; control', 'food handling / methods', 'humans', 'meat / microbiology', 'poultry products / microbiology', 'risk assessment', 'risk factors', 'risk management']"
MED-4430,"['guillain-barre syndrome / etiology', 'guillain-barre syndrome / immunology', 'guillain-barre syndrome / therapy', 'humans', 'immune tolerance', 'immunosuppression']"
MED-4431,"['agricultural workers&#39; diseases / classification', 'agricultural workers&#39; diseases / epidemiology', 'animal husbandry / statistics &amp; numerical data', 'animals', 'baltimore', 'cause of death', 'cohort studies', 'female', 'food-processing industry / statistics &amp; numerical data', 'humans', 'labor unions / statistics &amp; numerical data', 'male', 'occupational exposure / adverse effects', 'poultry', 'risk assessment']"
MED-4432,"['abattoirs', 'adult', 'aged', 'aged, 80 and over', 'animals', 'food packaging / statistics &amp; numerical data', 'humans', 'inhalation exposure / analysis', 'labor unions', 'middle aged', 'neoplasms / mortality', 'occupational diseases / mortality', 'occupational exposure / analysis', 'oncogenic viruses / pathogenicity', 'pensions', 'poultry', 'risk factors']"
MED-4433,"['abattoirs', 'adult', 'aged', 'aged, 80 and over', 'animals', 'food packaging / statistics &amp; numerical data', 'humans', 'inhalation exposure / analysis', 'labor unions', 'middle aged', 'neoplasms / mortality', 'occupational diseases / mortality', 'occupational exposure / analysis', 'oncogenic viruses / pathogenicity', 'pensions', 'poultry', 'risk factors']"
MED-4434,"['aged', 'aged, 80 and over', 'animals', 'baltimore / epidemiology', 'cohort studies', 'female', 'humans', 'male', 'middle aged', 'neoplasms / classification', 'neoplasms / etiology', 'neoplasms / mortality', 'occupational diseases / etiology', 'occupational diseases / mortality', 'occupational exposure / adverse effects', 'occupational exposure / statistics &amp; numerical data', 'poultry']"
MED-4435,"['cheese', 'cohort studies', 'dairy products / adverse effects', 'europe / epidemiology', 'female', 'humans', 'lymphoma / epidemiology', 'lymphoma, b-cell / epidemiology', 'lymphoma, non-hodgkin / epidemiology', 'lymphoma, t-cell / epidemiology', 'male', 'meat / adverse effects', 'risk assessment', 'waldenstrom macroglobulinemia / epidemiology', 'yogurt']"
MED-4436,"['cheese', 'cohort studies', 'dairy products / adverse effects', 'europe / epidemiology', 'female', 'humans', 'lymphoma / epidemiology', 'lymphoma, b-cell / epidemiology', 'lymphoma, non-hodgkin / epidemiology', 'lymphoma, t-cell / epidemiology', 'male', 'meat / adverse effects', 'risk assessment', 'waldenstrom macroglobulinemia / epidemiology', 'yogurt']"
MED-4437,"['animal structures / metabolism', 'animals', 'benzofurans / metabolism', 'dibenzofurans, polychlorinated', 'diet / statistics &amp; numerical data', 'dioxins / metabolism', 'environmental exposure / analysis', 'environmental exposure / statistics &amp; numerical data', 'food analysis', 'kidney / metabolism', 'liver / metabolism', 'myocardium / metabolism', 'polychlorinated biphenyls / metabolism', 'polychlorinated dibenzodioxins / analogs &amp; derivatives', 'polychlorinated dibenzodioxins / metabolism', 'risk assessment', 'tongue / metabolism']"
MED-4438,"['attention / drug effects', 'caffeine / pharmacology', 'caffeine / therapeutic use', 'central nervous system stimulants / pharmacology', 'central nervous system stimulants / therapeutic use', 'energy metabolism / drug effects', 'fatigue / prevention &amp; control', 'humans', 'mental processes / drug effects', 'phytotherapy', 'plant extracts / pharmacology', 'plant extracts / therapeutic use', 'psychomotor performance / drug effects']"
MED-4439,"['amiodarone / therapeutic use', 'anti-arrhythmia agents / therapeutic use', 'caffeine / poisoning', 'cardiopulmonary resuscitation', 'central nervous system stimulants / poisoning', 'electric countershock', 'electrocardiography', 'fatal outcome', 'female', 'heart arrest / chemically induced', 'heart arrest / pathology', 'humans', 'hypokalemia / chemically induced', 'hypoxia, brain / chemically induced', 'hypoxia, brain / pathology', 'pneumonia / complications', 'ventricular fibrillation / chemically induced', 'water-electrolyte imbalance / chemically induced', 'young adult']"
MED-4440,"['adolescent', 'adult', 'aged', 'breast neoplasms / diagnosis', 'breast neoplasms / epidemiology', 'breast neoplasms / prevention &amp; control', 'case-control studies', 'china / epidemiology', 'female', 'humans', 'middle aged', 'neoplasm invasiveness', 'prognosis', 'randomized controlled trials as topic', 'soy foods', 'surveys and questionnaires', 'survivors', 'united states / epidemiology', 'young adult']"
MED-4441,"['aged', 'antineoplastic agents, hormonal / therapeutic use', 'breast neoplasms / drug therapy', 'breast neoplasms / epidemiology', 'breast neoplasms / metabolism', 'diet surveys', 'female', 'humans', 'isoflavones / pharmacology', 'middle aged', 'neoplasm recurrence, local / epidemiology', 'proportional hazards models', 'receptors, estrogen / metabolism', 'receptors, progesterone / metabolism', 'risk', 'soy foods', 'surveys and questionnaires', 'survivors', 'tamoxifen / therapeutic use']"
MED-4442,[]
MED-4443,"['animal feed', 'animals', 'dietary fiber / administration &amp; dosage', 'flax / chemistry', 'food, organic', 'humans', 'lignans / administration &amp; dosage', 'seeds / chemistry', 'alpha-linolenic acid / administration &amp; dosage']"
MED-4444,"['breast / ultrastructure', 'breast neoplasms / classification', 'breast neoplasms / diagnostic imaging', 'breast neoplasms / pathology', 'calcinosis / diagnostic imaging', 'carcinoma, intraductal, noninfiltrating / classification', 'carcinoma, intraductal, noninfiltrating / diagnostic imaging', 'carcinoma, intraductal, noninfiltrating / pathology', 'cell differentiation', 'disease progression', 'epithelial cells / pathology', 'female', 'humans', 'mammography', 'necrosis', 'terminology as topic']"
MED-4445,"['aged', 'alcohol drinking', 'breast neoplasms / etiology', 'breast neoplasms / mortality', 'breast neoplasms / pathology', 'cohort studies', 'diet surveys', 'female', 'humans', 'mammography', 'middle aged', 'neoplasm invasiveness', 'proportional hazards models', 'prospective studies', 'surveys and questionnaires', 'survival analysis', 'sweden / epidemiology']"
MED-4446,"['chromatography, high pressure liquid', 'edible grain / chemistry', 'hydrolysis', 'lignans / analysis', 'mass spectrometry', 'nuts / chemistry', 'plant oils / chemistry', 'seeds / chemistry']"
MED-4447,"['beverages / analysis', 'butylene glycols / analysis', 'databases, factual', 'edible grain / chemistry', 'food analysis / methods', 'fruit / chemistry', 'furans / analysis', 'humans', 'lignans / analysis', 'netherlands', 'plants, edible / chemistry', 'seeds / chemistry', 'vegetables / chemistry']"
MED-4448,"['adult', 'aged', 'aged, 80 and over', 'breast neoplasms / epidemiology', 'breast neoplasms / etiology', 'databases, factual', 'female', 'flavanones / administration &amp; dosage', 'flavonoids / administration &amp; dosage', 'flavonols / administration &amp; dosage', 'food analysis', 'humans', 'lignans / administration &amp; dosage', 'middle aged', 'new york / epidemiology', 'risk factors', 'surveys and questionnaires']"
MED-4449,"['adult', 'aged', 'breast neoplasms / mortality', 'breast neoplasms / pathology', 'breast neoplasms / therapy', 'cohort studies', 'diet', 'dietary fats', 'female', 'humans', 'life style', 'middle aged', 'neoplasm invasiveness', 'proportional hazards models', 'surveys and questionnaires', 'survival analysis', 'young adult']"
MED-4450,"['adult', 'aged', 'breast neoplasms / mortality', 'breast neoplasms / pathology', 'breast neoplasms / therapy', 'cohort studies', 'diet', 'dietary fats', 'female', 'humans', 'life style', 'middle aged', 'neoplasm invasiveness', 'proportional hazards models', 'surveys and questionnaires', 'survival analysis', 'young adult']"
MED-4451,"['amines / adverse effects', 'amines / chemistry', 'animals', 'carcinogenicity tests', 'carcinogens / adverse effects', 'carcinogens / chemistry', 'cocarcinogenesis', 'cooking / methods', 'dna adducts', 'dna damage', 'dose-response relationship, drug', 'fishes', 'gastrointestinal neoplasms / chemically induced', 'genetic predisposition to disease', 'heterocyclic compounds / adverse effects', 'heterocyclic compounds / chemistry', 'hot temperature', 'humans', 'liver neoplasms, experimental / chemically induced', 'meat / adverse effects', 'mice', 'mutagenicity tests', 'mutagens / adverse effects', 'mutagens / chemistry', 'neoplasms / chemically induced', 'neoplasms / prevention &amp; control', 'quinolines / adverse effects', 'quinolines / chemistry', 'rats', 'risk']"
MED-4452,"['breast neoplasms / diagnosis', 'breast neoplasms / prevention &amp; control', 'breast neoplasms / therapy', 'colorectal neoplasms / diagnosis', 'colorectal neoplasms / prevention &amp; control', 'colorectal neoplasms / therapy', 'diet', 'female', 'humans', 'male', 'motor activity / physiology', 'prostatic neoplasms / diagnosis', 'prostatic neoplasms / prevention &amp; control', 'prostatic neoplasms / therapy', 'survivors / statistics &amp; numerical data']"
MED-4453,"['adolescent', 'adult', 'anticarcinogenic agents / administration &amp; dosage', 'anticarcinogenic agents / pharmacokinetics', 'biological availability', 'brassica / chemistry', 'cross-over studies', 'diet', 'food handling / methods', 'hot temperature', 'humans', 'isothiocyanates', 'kinetics', 'male', 'middle aged', 'thiocyanates / administration &amp; dosage', 'thiocyanates / blood', 'thiocyanates / pharmacokinetics']"
MED-4454,"['adolescent', 'adult', 'anticarcinogenic agents / administration &amp; dosage', 'anticarcinogenic agents / pharmacokinetics', 'biological availability', 'brassica / chemistry', 'cross-over studies', 'diet', 'food handling / methods', 'hot temperature', 'humans', 'isothiocyanates', 'kinetics', 'male', 'middle aged', 'thiocyanates / administration &amp; dosage', 'thiocyanates / blood', 'thiocyanates / pharmacokinetics']"
MED-4455,"['brassica / chemistry', 'brassicaceae / chemistry', 'chromatography, high pressure liquid', 'glucose / analogs &amp; derivatives', 'glucose / analysis', 'glucosinolates', 'imidoesters / analysis', 'indoles / analysis', 'monosaccharides / analysis', 'raphanus / chemistry', 'seeds / chemistry']"
MED-4456,"['adult', 'anticarcinogenic agents / metabolism', 'anticarcinogenic agents / pharmacokinetics', 'anticarcinogenic agents / urine', 'blood chemical analysis', 'brassica / chemistry', 'cohort studies', 'consumer product safety', 'diet', 'dose-response relationship, drug', 'double-blind method', 'female', 'glucosinolates / metabolism', 'glucosinolates / pharmacokinetics', 'glucosinolates / urine', 'humans', 'isothiocyanates / metabolism', 'isothiocyanates / pharmacokinetics', 'isothiocyanates / urine', 'liver / enzymology', 'male', 'middle aged', 'neoplasms', 'plant extracts / metabolism', 'plant extracts / urine', 'thyroid hormones / blood']"
MED-4457,"['anticarcinogenic agents / toxicity', 'cell line', 'cell survival / drug effects', 'cells, cultured', 'dna breaks, single-stranded', 'humans', 'isothiocyanates', 'jurkat cells', 'mitochondria / metabolism', 'reactive oxygen species / metabolism', 'thiocyanates / toxicity']"
MED-4458,"['animals', 'biomarkers / metabolism', 'enzyme inhibitors / metabolism', 'enzyme inhibitors / pharmacology', 'humans', 'inflammation / metabolism', 'intramolecular oxidoreductases / antagonists &amp; inhibitors', 'isothiocyanates / metabolism', 'isothiocyanates / pharmacology', 'macrophage migration-inhibitory factors / analysis', 'macrophage migration-inhibitory factors / chemistry', 'macrophage migration-inhibitory factors / metabolism', 'mice', 'sensitivity and specificity', 'spectrophotometry / methods', 'thiocyanates / metabolism']"
MED-4459,"['animals', 'anticarcinogenic agents / therapeutic use', 'dermatitis / drug therapy', 'dermatitis / etiology', 'dermatitis / pathology', 'enzyme-linked immunosorbent assay', 'female', 'immunoenzyme techniques', 'isothiocyanates', 'male', 'mice', 'mice, inbred c57bl', 'mice, knockout', 'nf-e2-related factor 2 / physiology', 'radiation-protective agents / therapeutic use', 'sunburn / drug therapy', 'sunburn / etiology', 'sunburn / pathology', 'thiocyanates / therapeutic use', 'ultraviolet rays / adverse effects']"
MED-4460,"['anticarcinogenic agents / administration &amp; dosage', 'anticarcinogenic agents / pharmacology', 'antimetabolites, antineoplastic / pharmacology', 'apoptosis / drug effects', 'cell survival / drug effects', 'cyclooxygenase 2 / genetics', 'deoxycytidine / analogs &amp; derivatives', 'deoxycytidine / pharmacology', 'dose-response relationship, drug', 'down-regulation / drug effects', 'drug synergism', 'female', 'gene expression regulation, neoplastic', 'hela cells', 'humans', 'inflammation / drug therapy', 'inflammation / pathology', 'interleukin-1beta / genetics', 'isothiocyanates', 'proto-oncogene proteins c-bcl-2 / genetics', 'reverse transcriptase polymerase chain reaction', 'thiocyanates / administration &amp; dosage', 'thiocyanates / pharmacology', 'uterine cervical neoplasms / drug therapy', 'uterine cervical neoplasms / pathology']"
MED-4461,"['antineoplastic agents / pharmacology', 'apoptosis / drug effects', 'caco-2 cells', 'cell proliferation / drug effects', 'colorectal neoplasms', 'dose-response relationship, drug', 'drug synergism', 'fibroblasts / drug effects', 'fibroblasts / enzymology', 'foreskin / cytology', 'humans', 'isothiocyanates', 'l-lactate dehydrogenase / metabolism', 'male', 'necrosis', 'organoplatinum compounds / pharmacology', 'oxaliplatin', 'thiocyanates / pharmacology']"
MED-4462,"['apoptosis / drug effects', 'caspases / metabolism', 'cell proliferation / drug effects', 'cells, cultured', 'chemokine cxcl1 / toxicity', 'chondrocytes / drug effects', 'chondrocytes / pathology', 'cycloheximide / toxicity', 'cytoprotection', 'dose-response relationship, drug', 'humans', 'hydrogen peroxide / toxicity', 'isothiocyanates', 'jnk mitogen-activated protein kinases / metabolism', 'phosphorylation', 'spermine / analogs &amp; derivatives', 'spermine / toxicity', 'thiocyanates / pharmacology', 'time factors', 'tumor necrosis factor-alpha / toxicity', 'p38 mitogen-activated protein kinases / metabolism']"
MED-4463,"['antineoplastic agents, phytogenic / pharmacology', 'apoptosis / drug effects', 'breast neoplasms / drug therapy', 'breast neoplasms / pathology', 'butadienes / pharmacology', 'caspase 3 / metabolism', 'cell line, tumor', 'cisplatin / pharmacology', 'drug synergism', 'female', 'hela cells', 'humans', 'isothiocyanates / pharmacology', 'jnk mitogen-activated protein kinases / metabolism', 'map kinase kinase 1 / antagonists &amp; inhibitors', 'map kinase kinase 1 / metabolism', 'nf-kappa b / metabolism', 'nitriles / pharmacology', 'proto-oncogene proteins c-bcl-2 / metabolism', 'uterine cervical neoplasms / drug therapy', 'uterine cervical neoplasms / pathology', 'p38 mitogen-activated protein kinases / metabolism']"
MED-4464,"['animals', 'humans', 'mice', 'neoplasms / pathology', 'neoplastic stem cells / cytology', 'xenograft model antitumor assays']"
MED-4465,"['animals', 'breast neoplasms / etiology', 'breast neoplasms / prevention &amp; control', 'female', 'humans', 'mammary glands, animal / cytology', 'mammary glands, animal / growth &amp; development', 'mammary glands, animal / metabolism', 'mammary glands, human / cytology', 'mammary glands, human / growth &amp; development', 'mammary glands, human / metabolism', 'mice', 'milk, human / physiology', 'neoplastic stem cells / cytology', 'neoplastic stem cells / metabolism', 'pregnancy', 'signal transduction', 'stem cells / cytology', 'stem cells / physiology']"
MED-4466,"['adult', 'antioxidants / metabolism', 'beverages', 'brassica', 'cholesterol, hdl / blood', 'cholesterol, ldl / blood', 'coronary artery disease / complications', 'coronary artery disease / epidemiology', 'coronary artery disease / prevention &amp; control', 'glutathione peroxidase / blood', 'humans', 'hypercholesterolemia / complications', 'lipid peroxidation', 'male', 'middle aged', 'risk factors', 'spectrophotometry, atomic', 'trace elements / blood']"
MED-4467,"['animals', 'calcium, dietary / therapeutic use', 'cattle', 'colonic neoplasms / etiology', 'colonic neoplasms / prevention &amp; control', 'diet', 'diet, vegetarian', 'food additives / therapeutic use', 'food handling', 'humans', 'iron, dietary / adverse effects', 'lipid peroxidation', 'meat / adverse effects', 'meta-analysis as topic', 'nitrites', 'nitrosation', 'oxidation-reduction', 'rats', 'swine', 'alpha-tocopherol / therapeutic use']"
MED-4468,"['adolescent', 'adult', 'ascorbic acid / administration &amp; dosage', 'carcinogens / metabolism', 'diet', 'dimethylnitrosamine / metabolism', 'dimethylnitrosamine / urine', 'female', 'humans', 'middle aged', 'neoplasms / prevention &amp; control', 'nitrosamines / metabolism', 'nitrosamines / urine', 'tea']"
MED-4469,"['adaptation, biological', 'biological evolution', 'bone and bones / physiopathology', 'diet / history', 'exercise', 'feeding behavior / physiology', 'history, ancient', 'humans', 'insulin resistance / physiology', 'nutrition policy', 'nutritional physiological phenomena', 'paleopathology']"
MED-4470,"['animals', 'ascorbic acid / pharmacology', 'ascorbic acid deficiency / complications', 'carcinogens / toxicity', 'food preservatives / adverse effects', 'food preservatives / metabolism', 'humans', 'neoplasms / etiology', 'nitrites / adverse effects', 'nitrites / metabolism', 'nitroso compounds / biosynthesis', 'vitamin e / pharmacology']"
MED-4471,"['aerosols', 'air pollutants / analysis', 'air pollution, indoor / analysis', 'cooking', 'exercise', 'humans', 'inhalation exposure / analysis', 'lung / physiology', 'models, biological', 'particle size', 'particulate matter / analysis', 'propane']"
MED-4472,"['beer / analysis', 'beverages / analysis', 'diet', 'food contamination / analysis', 'food contamination / legislation &amp; jurisprudence', 'food industry / trends', 'humans', 'meat / analysis', 'nitroso compounds / adverse effects', 'nitroso compounds / analysis', 'sodium nitrite / adverse effects', 'sodium nitrite / analysis']"
MED-4473,"['air pollutants / analysis', 'air pollutants / toxicity', 'amines / analysis', 'amines / toxicity', 'animals', 'cattle', 'hot temperature', 'meat', 'mutagenicity tests', 'mutagens / analysis', 'mutagens / toxicity', 'quinolines / analysis', 'quinolines / toxicity', 'quinoxalines / analysis', 'quinoxalines / toxicity', 'salmonella typhimurium / drug effects', 'soybeans', 'swine']"
MED-4474,"['adult', 'diet', 'diet, vegetarian', 'female', 'food preservatives / metabolism', 'humans', 'male', 'meat products', 'middle aged', 'nitrites / metabolism', 'nitrosamines / urine']"
MED-4475,"['carcinogens / toxicity', 'cell transformation, neoplastic / chemically induced', 'humans', 'lung neoplasms / chemically induced', 'lung neoplasms / etiology', 'lung neoplasms / prevention &amp; control', 'nitrosamines / chemistry', 'nitrosamines / toxicity', 'smoking']"
MED-4476,"['animals', 'fishes', 'food preservation', 'meat / analysis', 'meat products / analysis', 'nitrites', 'nitroso compounds / analysis', 'smoke / analysis', 'tobacco / chemistry']"
MED-4477,"['animals', 'carbon tetrachloride', 'chemical fractionation / methods', 'gas chromatography-mass spectrometry / methods', 'hydrogen-ion concentration', 'least-squares analysis', 'meat / analysis', 'methanol', 'microwaves', 'nitrosamines / analysis', 'reproducibility of results', 'sensitivity and specificity', 'sodium chloride', 'sodium hydroxide', 'swine']"
MED-4478,"['alzheimer disease / chemically induced', 'alzheimer disease / epidemiology', 'alzheimer disease / mortality', 'alzheimer disease / prevention &amp; control', 'animals', 'diabetes mellitus / chemically induced', 'diabetes mellitus / epidemiology', 'diabetes mellitus / mortality', 'diabetes mellitus / prevention &amp; control', 'environmental exposure / adverse effects', 'environmental exposure / statistics &amp; numerical data', 'fatty liver / chemically induced', 'fatty liver / epidemiology', 'fatty liver / mortality', 'fatty liver / prevention &amp; control', 'fertilizers / poisoning', 'foodborne diseases / complications', 'humans', 'nitrites / poisoning', 'nitrosamines / metabolism', 'nitrosamines / poisoning']"
MED-4479,"['adolescent', 'adult', 'aged', 'breast neoplasms / epidemiology', 'carcinoma / epidemiology', 'carcinoma / etiology', 'chi-square distribution', 'china / epidemiology', 'construction materials', 'esophageal neoplasms / epidemiology', 'esophageal neoplasms / etiology', 'female', 'follow-up studies', 'humans', 'incidence', 'kaplan-meier estimate', 'leukemia / epidemiology', 'liver neoplasms / epidemiology', 'lung neoplasms / epidemiology', 'male', 'middle aged', 'occupational exposure / adverse effects', 'retrospective studies', 'risk', 'sodium nitrite / adverse effects', 'young adult']"
MED-4480,"['adenocarcinoma', 'adult', 'aged', 'body mass index', 'case-control studies', 'connecticut / epidemiology', 'diet', 'esophageal neoplasms / epidemiology', 'esophageal neoplasms / etiology', 'esophageal neoplasms / pathology', 'female', 'gastroesophageal reflux / complications', 'health behavior', 'humans', 'life style', 'logistic models', 'male', 'middle aged', 'neoplasms, squamous cell', 'new jersey / epidemiology', 'principal component analysis', 'registries', 'risk factors', 'stomach neoplasms / epidemiology', 'stomach neoplasms / etiology', 'stomach neoplasms / pathology', 'surveys and questionnaires', 'washington / epidemiology']"
MED-4481,"['adenocarcinoma / epidemiology', 'barrett esophagus / epidemiology', 'case-control studies', 'cholesterol, dietary / adverse effects', 'dietary fats / adverse effects', 'esophageal neoplasms / epidemiology', 'esophagitis, peptic / epidemiology', 'female', 'humans', 'male', 'meat / adverse effects', 'middle aged', 'risk factors']"
MED-4482,"['adult', 'african americans', 'aged', 'amines / adverse effects', 'animals', 'case-control studies', 'cattle', 'chickens', 'confidence intervals', 'cooking / methods', 'diet', 'european continental ancestry group', 'heterocyclic compounds / adverse effects', 'humans', 'interviews as topic', 'life style', 'logistic models', 'male', 'meat', 'middle aged', 'multivariate analysis', 'mutagens / adverse effects', 'odds ratio', 'polycyclic aromatic hydrocarbons / adverse effects', 'prostatic neoplasms / chemically induced', 'prostatic neoplasms / etiology', 'risk factors', 'surveys and questionnaires', 'swine']"
